"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"871","1","11266.02","low","294","Stephanie Flynn","1","Implement user interface","incomplete","Samantha Olson","2024-05-08","10"
"","","","","","","2","Debug user interface","complete","Steven Beck","2024-05-08","2"
"","","","","","","3","Debug algorithm","complete","Curtis Brown","2024-05-08","1"
"","","","","","","4","Document backend logic","incomplete","Natasha Giles","2024-05-08","1"
"872","5","10913.39","medium","328","Stephanie Flynn","1","Design user interface","complete","Kathleen Wright","2024-06-05","3"
"","","","","","","2","Document integration module","complete","Natalie Zhang","2024-06-05","8"
"","","","","","","3","Test algorithm","complete","Rodney Valdez","2024-06-05","9"
"","","","","","","4","Test integration module","complete","Matthew Hill","2024-06-05","7"
"873","8","10167.68","medium","315","Joseph Parker","1","Design database schema","incomplete","Natasha Flores","2024-09-12","8"
"874","7","12535.57","low","100","Jessica Costa","1","Optimize backend logic","complete","Donald Ramos","2024-02-21","8"
"","","","","","","2","Optimize database schema","incomplete","Jacqueline Anderson","2024-02-21","8"
"875","2","14854.33","high","124","Emily Ball","1","Design backend logic","complete","Carla Lopez","2024-09-07","3"
"876","5","10666.07","high","230","Jason Lee","1","Design user interface","incomplete","Rhonda White","2024-08-17","10"
"877","9","10044.29","low","193","Kimberly Crawford","1","Document algorithm","incomplete","Joy Rogers","2024-10-11","8"
"","","","","","","2","Design backend logic","incomplete","Bobby Jones","2024-10-11","9"
"878","9","14293.46","low","104","Edward Owen","1","Design algorithm","complete","Vernon Johnson","2024-04-14","10"
"","","","","","","2","Implement algorithm","incomplete","Dana Evans","2024-04-14","4"
"879","5","12031.96","medium","51","Patricia Thomas","1","Document database schema","incomplete","John Matthews","2024-08-29","8"
"880","10","14181.86","low","95","Megan Carpenter","1","Document backend logic","complete","Michael Livingston","2024-12-19","10"
"","","","","","","2","Test algorithm","complete","Jonathan Miller","2024-12-19","7"
"","","","","","","3","Design algorithm","complete","Gene Robbins","2024-12-19","9"
"","","","","","","4","Document backend logic","complete","John Payne","2024-12-19","6"
"881","5","11966.34","medium","204","Randall Jones","1","Debug integration module","incomplete","Margaret Peterson","2024-11-09","7"
"","","","","","","2","Document integration module","complete","Kelli Rivera","2024-11-09","8"
"","","","","","","3","Design algorithm","incomplete","Mackenzie Thomas","2024-11-09","9"
"882","9","13081.83","low","158","Elizabeth Thomas","1","Optimize integration module","complete","Heather Holt","2024-06-25","6"
"","","","","","","2","Implement integration module","complete","Rebecca Garcia","2024-06-25","6"
"","","","","","","3","Implement database schema","incomplete","Margaret Peterson","2024-06-25","5"
"883","5","12988.8","high","126","Rita Price","1","Document database schema","complete","Debbie White","2024-12-18","6"
"","","","","","","2","Optimize integration module","incomplete","Pamela Cruz","2024-12-18","4"
"884","8","12908.75","low","90","Taylor Delgado","1","Optimize database schema","complete","Wendy Cummings","2024-07-07","8"
"","","","","","","2","Implement algorithm","incomplete","Leslie Moss","2024-07-07","5"
"885","10","12295.4","medium","104","Gary Moss","1","Design algorithm","incomplete","Robert Garcia","2024-12-15","1"
"886","2","10944.64","medium","283","Erin Hale","1","Optimize algorithm","complete","Rhonda White","2024-11-16","5"
"","","","","","","2","Debug algorithm","complete","Lisa Brown","2024-11-16","8"
"","","","","","","3","Debug database schema","complete","Michael Skinner","2024-11-16","3"
"887","3","10614.58","low","51","Tina Clark","1","Optimize database schema","complete","William Ray","2024-06-30","2"
"888","7","11024.46","high","320","Carol Mccann","1","Optimize database schema","incomplete","Mackenzie Thomas","2024-02-14","7"
"889","4","11152.44","high","339","Katrina Wilson","1","Implement user interface","incomplete","Marie Gonzalez","2024-06-24","4"
"","","","","","","2","Debug backend logic","complete","Anna Mendez","2024-06-24","3"
"","","","","","","3","Optimize integration module","incomplete","Michael Phillips","2024-06-24","8"
"890","2","10478.42","medium","143","Kimberly Crawford","1","Implement database schema","complete","David Mccullough","2024-10-01","1"
"","","","","","","2","Document database schema","incomplete","Marcia Moody","2024-10-01","10"
"891","10","14247.95","medium","139","Victoria Dunn","1","Document algorithm","incomplete","Austin Ellis","2024-03-31","3"
"892","7","14252.93","medium","41","Henry Carr","1","Debug algorithm","incomplete","Darren Gill","2024-06-27","6"
"","","","","","","2","Debug integration module","incomplete","Brandy Kennedy","2024-06-27","8"
"893","10","11027.35","low","69","Nicole Lewis","1","Debug backend logic","complete","Anna Mendez","2025-01-31","6"
"","","","","","","2","Debug database schema","complete","Heather Figueroa","2025-01-31","5"
"","","","","","","3","Debug integration module","incomplete","Natasha Sloan","2025-01-31","1"
"","","","","","","4","Optimize backend logic","complete","James Armstrong","2025-01-31","8"
"894","1","11944.35","medium","214","Ricardo Hill","1","Document algorithm","incomplete","Michael Skinner","2024-02-19","2"
"","","","","","","2","Test database schema","complete","Michael Skinner","2024-02-19","5"
"","","","","","","3","Test algorithm","complete","Richard Davies","2024-02-19","3"
"","","","","","","4","Optimize integration module","complete","Ronald Shea","2024-02-19","1"
"895","7","11822.86","low","76","Anna Webster","1","Document integration module","complete","Philip Ferrell","2024-04-30","5"
"896","2","12626.27","medium","261","Erika Brown","1","Test backend logic","complete","Michael Skinner","2024-07-08","7"
"","","","","","","2","Implement integration module","complete","Katelyn Walker","2024-07-08","4"
"897","2","13104.72","high","120","Paul Webb","1","Implement backend logic","complete","Helen Fletcher","2024-11-15","4"
"","","","","","","2","Document user interface","complete","Kimberly Reese","2024-11-15","2"
"","","","","","","3","Implement integration module","complete","Christian Weaver","2024-11-15","8"
"","","","","","","4","Test backend logic","complete","Candice Hunt","2024-11-15","9"
"898","3","11228.23","low","196","Amanda Baker","1","Optimize user interface","incomplete","Kaitlin Estrada","2024-06-27","3"
"899","3","10241.72","low","97","Kimberly Crawford","1","Test algorithm","complete","Joseph Wade","2024-12-16","8"
"","","","","","","2","Document user interface","complete","David Mccullough","2024-12-16","3"
"","","","","","","3","Optimize user interface","complete","Stephanie Harrison","2024-12-16","7"
"900","3","10002.87","medium","300","Stephanie Flynn","1","Optimize algorithm","incomplete","William Ray","2025-01-20","9"
"","","","","","","2","Optimize integration module","incomplete","Heather Figueroa","2025-01-20","5"
"","","","","","","3","Debug backend logic","incomplete","Christina Diaz","2025-01-20","3"
"","","","","","","4","Implement user interface","incomplete","Alexander Schwartz","2025-01-20","5"
"901","2","13021.98","medium","225","Ricardo Hill","1","Test algorithm","complete","Brenda Davis","2024-07-11","1"
"","","","","","","2","Debug backend logic","incomplete","Justin Hayes","2024-07-11","10"
"","","","","","","3","Document backend logic","incomplete","Vernon Johnson","2024-07-11","7"
"902","4","10711.58","low","254","Gary Moss","1","Document algorithm","incomplete","Denise Richardson","2024-10-15","4"
"","","","","","","2","Implement algorithm","complete","Catherine Caldwell","2024-10-15","4"
"","","","","","","3","Document user interface","incomplete","Jose Fisher","2024-10-15","6"
"","","","","","","4","Test algorithm","incomplete","Lisa Brown","2024-10-15","7"
"903","2","12991.18","medium","292","George Shannon","1","Design database schema","incomplete","Randall Banks","2024-10-10","4"
"904","5","14609.93","low","35","Tyler Turner","1","Design integration module","complete","Meagan Nguyen","2024-04-23","9"
"","","","","","","2","Design algorithm","incomplete","Leslie Moss","2024-04-23","6"
"","","","","","","3","Debug database schema","incomplete","Nathaniel Moore","2024-04-23","5"
"905","6","10254.58","high","329","Jessica Costa","1","Optimize user interface","complete","Stephanie Murphy","2024-09-20","3"
"","","","","","","2","Test algorithm","incomplete","Emily Charles","2024-09-20","3"
"","","","","","","3","Implement user interface","incomplete","Sara Strong","2024-09-20","5"
"","","","","","","4","Implement user interface","complete","Elizabeth Riddle","2024-09-20","5"
"906","1","14767.8","low","244","Katrina Wilson","1","Debug integration module","incomplete","Cindy Martinez","2024-05-18","4"
"","","","","","","2","Design backend logic","complete","Laurie Phillips","2024-05-18","5"
"","","","","","","3","Debug user interface","complete","Karen Hansen","2024-05-18","8"
"","","","","","","4","Document algorithm","complete","Dana Evans","2024-05-18","2"
"907","8","14058.45","medium","345","Taylor Delgado","1","Optimize integration module","incomplete","Trevor Roy","2024-08-17","6"
"","","","","","","2","Implement integration module","incomplete","Christina Diaz","2024-08-17","10"
"","","","","","","3","Implement backend logic","complete","Rebecca Ward","2024-08-17","7"
"","","","","","","4","Test database schema","incomplete","Julie Richmond","2024-08-17","8"
"908","7","10256.43","high","183","Gary Moss","1","Implement backend logic","complete","Marvin Long","2024-04-03","8"
"","","","","","","2","Design integration module","incomplete","Robin Zamora","2024-04-03","7"
"909","7","12096.46","medium","183","Ashley Lyons","1","Debug user interface","incomplete","Brittany Baker","2024-06-12","1"
"","","","","","","2","Debug algorithm","complete","Michael Skinner","2024-06-12","7"
"910","8","14891.79","medium","219","Jessica Costa","1","Debug algorithm","complete","Laura Smith","2024-07-15","7"
"","","","","","","2","Implement database schema","complete","Stephanie Murphy","2024-07-15","10"
"911","3","11680.56","high","197","Emily Ball","1","Design user interface","complete","Cassandra Hogan","2024-08-19","3"
"912","9","12142.71","low","107","Carol Mccann","1","Design backend logic","incomplete","Cristian Nguyen","2024-02-10","6"
"","","","","","","2","Document database schema","complete","Jane Porter","2024-02-10","1"
"","","","","","","3","Test database schema","complete","Dana Evans","2024-02-10","1"
"","","","","","","4","Design user interface","complete","Kenneth Huffman","2024-02-10","4"
"913","3","14485.28","medium","85","Robert Marshall","1","Optimize user interface","incomplete","Philip Ferrell","2024-12-08","3"
"","","","","","","2","Debug integration module","incomplete","Natasha Flores","2024-12-08","3"
"","","","","","","3","Document integration module","complete","Robin Koch","2024-12-08","8"
"914","10","11118.96","medium","46","Adam Armstrong","1","Debug algorithm","incomplete","Matthew Hill","2024-07-31","9"
"","","","","","","2","Test algorithm","incomplete","Margaret Peterson","2024-07-31","4"
"915","5","13331.28","low","153","Erin Hale","1","Design user interface","complete","Alexander Schwartz","2024-04-25","3"
"","","","","","","2","Debug backend logic","complete","Gregory Wright","2024-04-25","2"
"916","5","13851.83","high","193","Emily Ball","1","Debug user interface","incomplete","Michael Skinner","2024-06-10","4"
"","","","","","","2","Document user interface","incomplete","Ashley Newton","2024-06-10","3"
"","","","","","","3","Implement database schema","complete","Elizabeth Riddle","2024-06-10","1"
"","","","","","","4","Test algorithm","complete","Julie Miller","2024-06-10","8"
"917","8","13291.65","medium","195","Pamela Craig","1","Document algorithm","incomplete","Erika Warren","2024-04-17","10"
"","","","","","","2","Implement user interface","complete","Kathleen Wright","2024-04-17","5"
"","","","","","","3","Design algorithm","incomplete","Erik Clark","2024-04-17","3"
"918","1","14421.1","low","292","Nicole Lewis","1","Document backend logic","incomplete","Valerie Stephens","2024-10-19","1"
"","","","","","","2","Design database schema","incomplete","Debbie White","2024-10-19","10"
"","","","","","","3","Test user interface","complete","Leslie Moss","2024-10-19","8"
